,id,smiles,value_type,value,units
7890,CHEMBL336670,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)CCCCC#N)cc1OC2(C)C,Ki,1.1,nM
7900,CHEMBL1631294,Cc1c(C(=O)NC(C)(C)C)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1,Ki,14.6,nM
7905,CHEMBL496659,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2ccc([S+]([O-])c3ccccc3)cc21,Ki,3.5,nM
7918,CHEMBL375791,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(C(F)(F)F)cc1,Ki,53.0,nM
7936,CHEMBL2163928,CC(C)C[C@@H]1COc2cccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,IC50,36.0,nM
7937,CHEMBL3099056,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(Cl)c(C(C)(C)O)c2)n1,IC50,0.4,nM
7938,CHEMBL3669084,COc1nc(NCCc2ccc(F)cc2)nc(-c2cccc3[nH]ccc23)n1,IC50,27.0,nM
7939,CHEMBL3669089,COc1nc(NCCc2ccc(F)cc2)nc(-c2cnc3ccccc3c2)n1,IC50,34.0,nM
7940,CHEMBL3669091,COc1nc(NCCc2ccc(F)cc2)nc(-c2cccc3ncccc23)n1,IC50,47.0,nM
7941,CHEMBL3669092,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc3ncccc3c2)n1,IC50,32.0,nM
7942,CHEMBL3669104,COc1ccc2oc(-c3nc(NCCc4ccc(F)cc4)nc(OC)n3)cc2c1,IC50,12.0,nM
7943,CHEMBL3669058,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(OC)c(C(C)(C)O)c2)n1,IC50,1.0,nM
7947,CHEMBL3950265,CC(C)C[C@H](NC(=O)c1ccc(C2CC2)c(Cc2ccc(F)cc2)n1)C(N)=O,EC50,0.7,nM
7948,CHEMBL3963437,COCCOC[C@H](CC1CC1)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,27.4,nM
7950,CHEMBL3984650,Cc1ccc(C(=O)N[C@@H](CC(C)C)c2nccs2)nc1OCC1CC1,EC50,18.9,nM
7955,CHEMBL3915763,Cc1nc(C(C)(C)NC(=O)c2ccc(N3CCCC3)c(OCC3CC3)n2)no1,EC50,23.1,nM
7969,CHEMBL4083976,CCOc1nc(NC2CCCC2)nc(N2CCN(CC[18F])CC2)n1,EC50,40.0,nM
7977,CHEMBL375955,O=C(NCc1ccncc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,EC50,50.0,nM
7981,CHEMBL3093366,O=C(CCc1nc(-c2ccc(F)cc2Br)no1)Nc1ccc2c(c1)c1ccccc1n2CCCO,Ki,33.0,nM
7986,CHEMBL3889602,O=C(NCC12CC3CC(CC(C3)C1)C2)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCc1cc(Cl)ccc1-2,Ki,13.3,nM
7990,CHEMBL3127262,CCOc1ccc(Cc2nc3cc(C(=O)N(C)CC)ccc3n2CCC(C)C)cc1,Ki,3.3,nM
7994,CHEMBL498765,CCCCCN1C(=O)/C(=N\NC(=O)C(C)(C)O)c2ccc(OC)cc21,EC50,14.7,nM
7998,CHEMBL3104358,CCCCOC(=O)[C@@H](C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,Ki,6.3,nM
8015,CHEMBL1215943,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(S(=O)(=O)c3ccccc3)ccc21,Ki,65.9,nM
8017,CHEMBL1215953,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc([S+]([O-])c3ccccc3)ccc21,Ki,73.2,nM
8018,CHEMBL1644673,O=C(c1ccccc1)n1cc(-c2cccc(C(F)(F)F)c2)nc1-c1cccc(CN2CCOCC2)c1,EC50,11.0,nM
8019,CHEMBL1644690,CC1CCN(Cc2cccc(-c3nc(-c4cccc(Cl)c4Cl)c[nH]3)c2)CC1,EC50,25.0,nM
8021,CHEMBL1644739,Clc1cccc(-c2c[nH]c(-c3cccc(CN4CCCCC4)c3)n2)c1,EC50,10.0,nM
8025,CHEMBL216735,Cc1ccc2c(c1)Cc1c(C(=O)NC3CCCCC3)nn(-c3ccc(Cl)cc3Cl)c1-2,Ki,7.586,nM
8034,CHEMBL2205609,O=C(Nc1sc2c(c1C(=O)N1CCOCC1)CCOC2)c1ccccc1C(F)(F)F,EC50,35.0,nM
8035,CHEMBL2206843,CCCCCn1c(C)c(C(=O)c2cccc3cccc(Cl)c23)c2ccccc21,Ki,19.0,nM
8036,CHEMBL2206839,CCCCCn1c(C)c(C(=O)c2ccc(I)c3ccccc23)c2ccccc21,Ki,2.1,nM
8037,CHEMBL2206861,CCCn1cc(C(=O)c2ccc(Br)c3ccccc23)c2ccccc21,Ki,27.0,nM
8038,CHEMBL2206858,CCCn1c(C)c(C(=O)c2ccc(Cl)c3ccccc23)c2ccccc21,Ki,22.0,nM
8039,CHEMBL2206854,CCCn1c(C)c(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,Ki,38.0,nM
8043,CHEMBL3983111,NC(=O)[C@@H]1CSCN1C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,19.8,nM
8044,CHEMBL3903687,NC(=O)C1CC2(CC2)CN1C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,15.6,nM
8062,CHEMBL4578936,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ncccc21,IC50,12.0,nM
8068,CHEMBL258243,Cc1ccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)cc1S(=O)(=O)N1CCOCC1,EC50,25.0,nM
8070,CHEMBL256992,CCOc1ccc(Cc2nc3cc([S+]([O-])CC)c(Cl)cc3n2CC2CCCCC2)cc1,EC50,6.3,nM
8071,CHEMBL256534,CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCCCC1,EC50,0.8,nM
8072,CHEMBL3357368,CC(C)(C)Cc1nc2cc(S(=O)(=O)C3CCNCC3)ccc2n1CC1CC1,EC50,62.0,nM
8076,CHEMBL1641936,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1C,Ki,20.0,nM
8077,CHEMBL1641955,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1cccc(Cl)c1,Ki,1.8,nM
8078,CHEMBL1641959,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=S)cc1-c1ccccc1,Ki,18.8,nM
8111,CHEMBL1644672,CC(=O)n1cc(-c2cccc(C(F)(F)F)c2)nc1-c1cccc(CN2CCOCC2)c1,EC50,9.0,nM
8113,CHEMBL1644676,FC(F)(F)c1cccc(-c2c[nH]c(-c3cccc(CN4CCSCC4)c3)n2)c1,EC50,6.0,nM
8114,CHEMBL1644732,FC1CCN(Cc2cccc(-c3nc(-c4ccc(Cl)cc4Cl)c[nH]3)c2)CC1,EC50,10.0,nM
8115,CHEMBL1644735,COc1ccc(F)c(-c2c[nH]c(-c3cccc(CN4CCC(F)(F)CC4)c3)n2)c1,EC50,5.0,nM
8122,CHEMBL2205588,COC1CN(C(=O)c2c(NC(=O)c3ccccc3C(F)(F)F)sc3c2CCOC3)C1,EC50,15.0,nM
8127,CHEMBL2206853,CCCn1cc(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,Ki,33.0,nM
8134,CHEMBL567292,Cn1ccc2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c21,EC50,8.0,nM
8148,CHEMBL512886,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2C[C@H]2CCCO2)cc1,Ki,23.0,nM
8151,CHEMBL472506,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CC2CCC2)cc1,Ki,1.6,nM
8155,CHEMBL453842,CCOc1ccc(Cc2nc3cc(C(=O)N(C)C4CCCCC4)ccc3n2CC2CC2)cc1,EC50,4.2,nM
8158,CHEMBL1641631,FC1(F)CCCN(Cc2cccc(-c3nc(-c4cccc(C(F)(F)F)c4)c[nH]3)c2)C1,EC50,25.0,nM
8167,CHEMBL2087091,Cn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,Ki,98.0,nM
8168,CHEMBL2087102,C=CCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,Ki,25.4,nM
8198,CHEMBL474896,Cc1ccc(-c2nc(CC3CCCCC3)cs2)cc1S(=O)(=O)N1CCOCC1,Ki,23.0,nM
8202,CHEMBL2163577,CC[C@@H]1COc2cccc3c(=O)c(C(=O)NC4CCCCCC4)cn1c23,Ki,4.12,nM
8203,CHEMBL2163960,CC1COc2cccc3c(=O)c(C(=O)NC4CCCCC4)cn1c23,Ki,60.0,nM
8204,CHEMBL2163951,O=C(NC12CC3CC(CC(C3)C1)C2)c1cn2c3c(cccc3c1=O)OCC2c1ccccc1,Ki,14.2,nM
8205,CHEMBL2112291,COCCn1c(C)c(C(=O)NC2C(C)(C)[C@@H]3CC[C@@]2(C)C3)c2cccc(OC)c21,Ki,60.0,nM
8207,CHEMBL2163958,Cc1cc2c3c(c1)c(=O)c(C(=O)NC1CCCCC1)cn3C(c1ccccc1)CO2,Ki,18.4,nM
8211,CHEMBL4744219,CC1(C)Oc2cc(C34CC5CC(CC(C(N)=O)(C5)O3)C4)cc(O)c2[C@@H]2C[C@H](CO)CC[C@H]21,Ki,91.8,nM
8213,CHEMBL3114180,CCCCn1cc(Br)cc(C(=O)NC2CCCCCC2)c1=O,Ki,5.1,nM
8224,CHEMBL529436,O=C(NC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)CC1,Ki,26.0,nM
8228,CHEMBL1224631,CCCCCC1=NN(C(=O)NC[C@@H]2CC[C@H]3C[C@@H]2C3(C)C)CC1c1ccccc1,Ki,13.3,nM
8237,CHEMBL1800746,CC(C)(C)c1cc(NC(=O)N2CCCN(c3ccc(C#N)cn3)CC2)no1,EC50,20.0,nM
8248,CHEMBL2206834,CCCCCn1cc(C(=O)c2ccc(Br)c3ccccc23)c2ccccc21,Ki,1.1,nM
8253,CHEMBL3917142,O=C(NCC1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCc1cc(Cl)ccc1-2,Ki,31.8,nM
8254,CHEMBL576079,Clc1cccc(-c2ccc(N3CCCCCC3)nc2)c1Cl,EC50,39.81,nM
8258,CHEMBL576855,Cc1ccc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)cc1CN1CCOCC1,EC50,14.0,nM
8260,CHEMBL3104362,CCCCOC(=O)C1(c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)CCC1,Ki,3.0,nM
8265,CHEMBL469040,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(OC(F)(F)F)cc5c4)CC3)n2)c(Cl)c1,EC50,3.0,nM
8266,CHEMBL514706,CC(C)(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccccc2c1,EC50,53.0,nM
8271,CHEMBL578178,CC1(C)C(C(=O)c2cn(Cc3cccnc3)c3ccccc23)C1(C)C,Ki,30.2,nM
8276,CHEMBL2170532,Cc1cc(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)cn1CCCC(F)(F)F,EC50,17.3,nM
8277,CHEMBL2170550,CCCCCn1cc(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)c(=O)cc1C(C)(C)C,EC50,47.1,nM
8292,CHEMBL3354936,CC(C)n1nc(C(=O)NC(C)(C)c2ccccc2)c2c1[C@@H]1C[C@@H]1C2,EC50,18.5,nM
8293,CHEMBL1909846,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(Cl)ccc1Cl,Ki,19.1,nM
8310,CHEMBL3647325,CC(C)(O)COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc2ccncc2n1CC1CCC1,Ki,2.5,nM
8326,CHEMBL3410834,CCCCCOc1c(OC)ccc2c1CN(CCc1ccc(O)cc1)C2=O,Ki,10.99,nM
8329,CHEMBL3410726,CCCCOc1c(OC)ccc2cc(C(=O)NC(C)C(C)C)c(=O)oc12,IC50,28.0,nM
8333,CHEMBL480539,COc1ccc(CNC(=O)Cn2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3Cl)n2)cc1,IC50,10.0,nM
8335,CHEMBL4164954,Cc1c(Br)cn(Cc2ccc(F)cc2)c(=O)c1C(=O)NC1CCCCCC1,Ki,3.5,nM
8337,CHEMBL2112286,COc1cccc2c(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)c(C)n(CCN3CCCCC3)c12,Ki,89.0,nM
8341,CHEMBL3357374,CC(=O)N1CC(CS(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)C1,EC50,73.0,nM
8346,CHEMBL2206842,CCCCCn1cc(C(=O)c2cccc3cccc(Cl)c23)c2ccccc21,Ki,10.0,nM
8350,CHEMBL1644675,FC(F)(F)c1cccc(-c2c[nH]c(-c3cccc(CN4CCOCC4)c3)n2)c1,EC50,8.0,nM
8351,CHEMBL1644680,CC1CCN(Cc2cccc(-c3nc(-c4cccc(C(F)(F)F)c4)c[nH]3)c2)CC1,EC50,21.0,nM
8352,CHEMBL1644682,FC1CCN(Cc2cccc(-c3nc(-c4cccc(C(F)(F)F)c4)c[nH]3)c2)CC1,EC50,9.0,nM
8375,CHEMBL3410820,CCCCCSc1cc(/C=C/C(=O)NCCc2ccc(O)cc2)ccc1OC,Ki,1.1,nM
8377,CHEMBL2019086,O=C(NC1(C(=O)O)CCCCC1)c1cc2c(n(Cc3ccc(F)cc3)c1=O)CCCCCC2,Ki,16.0,nM
8379,CHEMBL1668506,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2ccc(OC(F)(F)F)cc2)n1CC1CC1,Ki,5.7,nM
8380,CHEMBL2022703,O=C(NC1CCCCCC1)c1cccnc1OCc1ccc(F)cc1,Ki,25.0,nM
8382,CHEMBL3354408,N#Cc1ccccc1CSc1nnc2c3ccccc3n(C(=O)N3CCOCC3)c2n1,EC50,92.0,nM
8395,CHEMBL3400947,CC(C)(C)c1cc(NC(=O)C(C)(C)S(=O)(=O)c2ccc(C(F)(F)F)cn2)no1,EC50,3.0,nM
8397,CHEMBL57723,CCCCCCC(C)(C)c1ccc2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,Ki,2.9,nM
8411,CHEMBL3410723,CCCCCOc1c(OC)ccc2cc(C(=O)NC3CCCCC3)c(=O)oc12,IC50,61.0,nM
8412,CHEMBL3422788,CCCCCn1c(=O)c(C(=O)NC2CCC(C)CC2)cc2ccccc21,EC50,1.995,nM
8413,CHEMBL3422786,CCCn1c(=O)c(C(=O)NC2CCC(C)CC2)cc2ccccc21,Ki,25.4,nM
8431,CHEMBL2023575,O=C(O)Cc1ccccc1NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,Ki,46.0,nM
8447,CHEMBL3639956,CC1(C)CC(n2ncc(NCCN3CCOCC3)c(Br)c2=O)CC(C)(C)C1,IC50,22.4,nM
8452,CHEMBL3400945,CC(C)(C)c1cc(NC(=O)[C@]2(C)CCCN2c2ccc(Cl)cc2)no1,EC50,0.21,nM
8453,CHEMBL2414032,CCCCCOc1ccccc1-c1cc(C(=O)NC2CCCC2)no1,Ki,60.9,nM
8458,CHEMBL1800752,CC(C)(C)c1ccc2oc(N3CCCN(C(=O)N4CCOCC4)CC3)nc2c1,EC50,6.0,nM
8463,CHEMBL2163961,CC1COc2cccc3c(=O)c(C(=O)NC4CCCCCC4)cn1c23,Ki,38.0,nM
8495,CHEMBL4239190,CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N\OCCCC#N)cc1OC2(C)C,Ki,0.4,nM
8496,CHEMBL4240671,CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N/OCCCC(F)(F)F)cc1OC2(C)C,Ki,3.0,nM
8498,CHEMBL4244186,CCCC(C)O/N=C(\C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C)C[C@H]21,EC50,41.3,nM
8504,CHEMBL1641947,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)cc1-c1ccccc1,EC50,1.9,nM
8514,CHEMBL1641951,CCCCCn1cc(C(=O)Nc2cccc(C(F)(F)F)c2)c(=O)cc1-c1ccccc1,EC50,14.0,nM
8519,CHEMBL75733,COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccccc1Cl,Ki,69.0,nM
8521,CHEMBL3581228,CN(C)C1(c2nc(-c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)co2)CCOCC1,EC50,43.6,nM
8526,CHEMBL3647326,CC(C)(O)COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc2ccncc2n1CCCC(F)(F)F,Ki,8.4,nM
8527,CHEMBL4161266,O=C(NC1(CO)CCCC1)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21,EC50,5.6,nM
8531,CHEMBL3686311,CN1CCC[C@H]1COc1ccc(C(F)(F)F)cc1C(=S)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,Ki,1.3,nM
8539,CHEMBL1950920,COC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)CCCC(F)(F)F)ccc32)CC1,EC50,17.0,nM
8547,CHEMBL4098746,O=C(NC1CCCCCC1)c1cc(-c2ccccc2)nn(C2CCCC2)c1=O,Ki,13.0,nM
8551,CHEMBL2023045,O=C(N[C@H](C(=O)O)c1ccccc1)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,IC50,5.7,nM
8570,CHEMBL225412,O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1C(F)(F)F,EC50,33.0,nM
8571,CHEMBL2029726,CN(CC(=O)NC1CC1)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@H](C2CCOCC2)C1,Ki,49.1,nM
8573,CHEMBL442848,Cc1ccc(Cl)c(-c2ccc(CN3CCO[C@@H](c4ccccc4)C3)cc2)c1,EC50,3.0,nM
8580,CHEMBL496371,COc1ccc2c(c1)N(CC1CCCCC1)C(=O)/C2=N\NC(=O)C1CCCCC1,EC50,71.6,nM
8587,CHEMBL255347,Cc1c(C(C)C)o/c(=N\C(=O)c2cccc(C(F)(F)F)c2)n1CC1CC1,IC50,24.0,nM
8588,CHEMBL264154,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cccc(C(F)(F)F)c2F)n1CC1CCC1,EC50,0.32,nM
8590,CHEMBL500414,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(Oc3ccc(F)c(Cl)c3)ccc21,Ki,16.1,nM
8592,CHEMBL499601,CCn1c2ccccc2c2cc(NC(=O)CCc3nc(-c4ccncc4C#N)no3)ccc21,EC50,3.8,nM
8594,CHEMBL498132,C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2c(OC)ccc(OC)c21,Ki,9.2,nM
8597,CHEMBL500133,O=C(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1ccc(C(F)(F)F)cc1,EC50,75.0,nM
8602,CHEMBL515357,CCCCCCN1C(=O)/C(=N\NC(=O)C2CCCCC2)c2ccccc21,EC50,79.1,nM
8611,CHEMBL562704,CCCn1cc(C(=O)c2ccc(OCC)c3ccccc23)c2ccccc21,Ki,73.96,nM
8616,CHEMBL561090,CCCCCn1c(C)c(C(=O)c2ccc(C)c3ccccc23)c2ccccc21,Ki,0.7295,nM
8627,CHEMBL494590,FC(F)(F)c1ccccc1-c1ccc(CN2CCCC(c3ccccc3)C2)cc1,EC50,30.0,nM
8628,CHEMBL523039,FC(F)(F)c1ccccc1-c1ccc(CN2CCO[C@@H](c3ccccc3)C2)cc1,EC50,40.0,nM
8631,CHEMBL2380428,CCCCn1cc(Cc2cccc3ccccc23)c2cccc(OC)c21,Ki,10.9,nM
8633,CHEMBL2018780,CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NN,Ki,2.8,nM
8635,CHEMBL2087105,C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccc(O)cc3)ccc21,Ki,22.2,nM
8636,CHEMBL2087109,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3cccs3)ccc21,Ki,6.37,nM
8639,CHEMBL2387076,CCCCn1c2c(cc(C(=O)NCc3ccccc3)c1=O)CCCC2,IC50,17.0,nM
8640,CHEMBL561089,CCCn1c(C)c(C(=O)c2ccc(C)c3ccccc23)c2ccccc21,Ki,14.0,nM
8642,CHEMBL539479,CCCc1ccc(C(=O)c2cn(CCC)c3ccccc23)c2ccccc12,Ki,9.594,nM
8643,CHEMBL1271194,CCCC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2cc3ccccc3n2S(=O)(=O)c2ccccn2)CC1,Ki,1.6,nM
8644,CHEMBL1270987,O=S(=O)(c1cc2ccccc2n1S(=O)(=O)c1ccccn1)N1CCC2(CC1)C[C@@H]2NS(=O)(=O)C(F)(F)F,Ki,0.4,nM
8646,CHEMBL1270287,CC[C@]1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2cc3ccccc3n2S(=O)(=O)c2ccccc2F)C[C@H]1C,Ki,3.1,nM
8647,CHEMBL1269867,C[C@@H]1CN(S(=O)(=O)c2cc3ccccc3n2S(=O)(=O)c2ccccc2F)CC[C@H]1CNS(=O)(=O)C(F)(F)F,Ki,0.5,nM
8651,CHEMBL1270387,C[C@@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)cc1,Ki,0.7,nM
8656,CHEMBL1259057,CC1(C)Oc2cc(C3(CCCCCBr)CCC3)cc(O)c2[C@@H]2CC(=O)CC[C@H]21,Ki,5.88,nM
8657,CHEMBL1259091,CC1(C)Oc2cc(C3(CCCCCBr)CCC3)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21,Ki,1.62,nM
8662,CHEMBL3590290,CCCCCN1C(=O)/C(=C/NC2CCCCC2)C(=O)c2ccc(C)cc21,IC50,9.03,nM
8668,CHEMBL1644687,Brc1cccc(-c2c[nH]c(-c3cccc(CN4CCOCC4)c3)n2)c1,EC50,5.0,nM
8680,CHEMBL3092902,Cc1nc(N2CCN(C)CC2)c2nc(-c3cccc(Cl)c3)n(C3CCOCC3)c2n1,EC50,71.4,nM
8696,CHEMBL2387185,CCCCn1c2c(cc(C(=O)NC(C)(C)c3ccccc3)c1=O)CCCCCC2,Ki,0.1,nM
8697,CHEMBL3686304,CC(C)(C)OC(=O)NNc1ccc(C(F)(F)F)cc1C(=O)/N=c1/sc(C(C)(C)C)cn1C[C@H]1CCCO1,Ki,0.4,nM
8700,CHEMBL1950835,CC(=O)NCCc1cc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)ccn1,EC50,1.4,nM
8705,CHEMBL2441475,CCCCCn1c2ccc(C(=O)N3CCCCC3)cc2c2ccc(OC)cc21,Ki,7.5,nM
8708,CHEMBL1950929,COCCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCN(C(C)=O)CC1,EC50,26.0,nM
8711,CHEMBL3967292,CCC(CC)(NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)C(=O)NCCOC,EC50,51.8,nM
8713,CHEMBL3950352,CC(C)C[C@@H](CNc1ccc([N+](=O)[O-])c2nonc12)NC(=O)c1ccc(N2CCCC2)c(OCC2CC2)n1,EC50,25.6,nM
8715,CHEMBL4111528,O=C(N[C@H](c1ccccn1)C(F)(F)F)c1cccc(Cc2ccc(F)cc2)n1,EC50,20.2,nM
8716,CHEMBL3909476,NC(=O)[C@@H](NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)c1ccc(F)cc1,EC50,3.9,nM
8717,CHEMBL3931943,CCC(CC)(NC(=O)c1ccc(C2CC2)c(Cc2ccc(F)cc2)n1)C(=O)O,EC50,8.0,nM
8729,CHEMBL2441256,CCCCCn1c2ccccc2c2cc(C(=O)N3CCN(C)CC3)ccc21,Ki,35.4,nM
8730,CHEMBL3686286,CN1CC[C@@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,Ki,47.0,nM
8734,CHEMBL2170530,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c(I)c1C,EC50,11.9,nM
8740,CHEMBL3353882,CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(F)cc2)on1,EC50,14.0,nM
8741,CHEMBL3353879,CC(C)(C)c1cc(NC(=O)[C@@H]2C[C@@H](O)CN2c2ccc(Cl)cc2)on1,EC50,17.0,nM
8742,CHEMBL3353866,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCC2)no1,EC50,19.0,nM
8746,CHEMBL3410826,CCCCCNc1c(OC)ccc2c1CN(CCc1ccc(O)cc1)C2=O,Ki,0.0879,nM
8752,CHEMBL577347,Clc1cccc(-c2ccc(N3CCOCC3)nc2)c1Cl,EC50,79.43,nM
8758,CHEMBL3421697,CCCCCn1cc2c(=O)n(CC3CCCCC3)nc-2c2ccccc21,EC50,14.3,nM
8759,CHEMBL3421699,CCCCCn1cc2c(=O)n(CC34CC5CC(CC(C5)C3)C4)nc-2c2ccccc21,EC50,64.0,nM
8784,CHEMBL3092903,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3C(F)(F)F)n(C3CCOCC3)c2n1,EC50,13.6,nM
8790,CHEMBL3669087,COc1nc(NCCc2ccc(F)cc2)nc(-c2cc3ccccc3o2)n1,IC50,5.0,nM
8796,CHEMBL3895301,CC(C)(NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)c1noc(N)n1,EC50,60.8,nM
8797,CHEMBL3954460,CCC(CC)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(=O)N1CC(F)(F)C1,EC50,4.7,nM
8798,CHEMBL3932050,CC(C)CC(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)c1cccnn1,EC50,18.9,nM
8801,CHEMBL3891493,CCC(CC)(NC(=O)c1ccc(C(F)(F)F)c(OCC2CCOCC2)n1)C(=O)N(C)C,EC50,74.8,nM
8804,CHEMBL2163935,CCCC1COc2cccc3c(=O)c(C(=O)NC4CCCCC4)cn1c23,Ki,0.32,nM
8807,CHEMBL3907797,COCCOc1nc(C(=O)N[C@@H](CC(C)C)C(N)=O)ccc1C1CC1,EC50,14.4,nM
8808,CHEMBL3936370,Cc1nc(C(C)(C)NC(=O)c2ccc3c(n2)CC(C)(C)CC3)no1,EC50,22.8,nM
8819,CHEMBL256993,CCOc1ccc(Cc2nc3cc(S(=O)(=O)CC)c(Cl)cc3n2CC2CCCCC2)cc1,EC50,5.0,nM
8820,CHEMBL499626,CCn1c2ccccc2c2cc(NC(=O)CCc3nc(-c4ccccc4Cl)no3)ccc21,EC50,6.0,nM
