ki,id,smiles
470.0,CHEMBL228457,CCCCCCc1c(O)cccc1OCCCCCCCCCCC(=O)NCC1CC1
80.0,CHEMBL228348,CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1
0.15,CHEMBL334533,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21
620.0,CHEMBL1822937,CCCCOc1c(OC)ccc2cc(C(=O)NCc3cn(CCF)nn3)c(=O)[nH]c12
96.0,CHEMBL74415,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2
59.0,CHEMBL72163,COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1c(Cl)cccc1Cl
14.0,CHEMBL274833,Cc1c(C(=O)c2cccc3ccccc23)c2ccccc2n1CCN1CCOCC1
20.0,CHEMBL261381,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1
87.0,CHEMBL261382,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C
980.0,CHEMBL259476,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C
3940.0,CHEMBL412252,Cc1nn(-c2ccc(Cl)cc2)c(-n2cccc2)c1C(=O)NN1CCCCC1
1.05,CHEMBL117033,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C3(C4CCCCC4)SCCS3)cc1OC2(C)C
1.78,CHEMBL525381,CCCCCCc1cc(O)c2c(c1)OC(C)(C)C1=C2CCN(C)C1
40.0,CHEMBL524822,CCCCCn1c(C)c(C(=O)c2c(OC)ccc3ccccc23)c2ccccc21
326.0,CHEMBL175369,COc1ccc(-n2c(-c3ccc(Cl)cc3Cl)nc(C(=O)NN3CCCCC3)c2C)cc1
505.0,CHEMBL175478,Cc1c(C(=O)NN2CCCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1
2.3,CHEMBL3922001,Cc1cccc(-c2c(O)cc(C(C)(C)c3ccccc3)cc2O)c1
1.4,CHEMBL3950898,CC(C)(c1ccccc1)c1ccc(-c2cc(Cl)cc(Cl)c2)c(O)c1
1720.0,CHEMBL3916420,CCCCCc1cc(OC)c(C2C(=O)[C@]3(C)CC[C@H]2C3(C)C)c(OC)c1
235.0,CHEMBL3903346,CCCN(CC1CC1)c1ccc(S(=O)(=O)NCC2CC2)c(C(F)(F)F)c1
789.0,CHEMBL3895908,O=S(=O)(NCC1CC1)c1ccc(NCc2ccccn2)cc1C(F)(F)F
90.0,CHEMBL3898362,O=S(=O)(NCC1CC1)c1ccc(Nc2ccccc2)cc1C(F)(F)F
38.0,CHEMBL3922890,O=S(=O)(NCC1CCCO1)c1ccc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F
58.0,CHEMBL194999,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccccc2S(=O)(=O)c2ccc(Cl)cc2)cc1
0.9,CHEMBL198246,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccc(C(F)(F)F)cc2S(=O)(=O)c2ccccc2F)cc1
4270.0,CHEMBL15779,Cc1c(C(=O)NCCO)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
10000.0,CHEMBL425575,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)Nc1ccc(OC)cc1
33.0,CHEMBL4458732,Cc1ccc(-c2cc3ncccc3c3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)nn23)cc1
658.0,CHEMBL149599,CC1=C(CCN2CCOCC2)c2ccccc2/C1=C\c1cccc2ccccc12
4.9,CHEMBL4071007,Cc1cc(-c2cc(C(=O)NC3CCCCCC3)c(=O)n(Cc3ccc(F)cc3)n2)ccc1Cl
6.9,CHEMBL602128,CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CCSC2)c1
9.0,CHEMBL232730,CSC(=S)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C
1180.0,CHEMBL2160224,CCN(CC)CCOc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1
10000.0,CHEMBL2160221,CCN(CC)Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1
20000.0,CHEMBL2179747,COc1ccc(C(NC(=O)Cc2ccc(C(F)(F)F)cc2)NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1
121.5,CHEMBL1631298,CCC(C)(C)NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-n2c(C)ccc2C)c1C
60.0,CHEMBL1814470,CCCCCOc1cccc2c(=O)c(C(=O)NC34CC5CC(CC(C5)C3)C4)c[nH]c12
15.2,CHEMBL2152807,C=Cn1cc(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)c(=O)c2ccc(F)cc21
3.58,CHEMBL2316262,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(-c3ccccc3)nc12
12.3,CHEMBL2316282,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)c2c(C)csc21
0.9,CHEMBL232538,CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1cccc2nonc12
9.0,CHEMBL391561,CCC1(CC)CS/C(=N\c2ccccc2C(C)C)N(C(=S)SC)C1
765.0,CHEMBL175368,Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(F)cc1
48.0,CHEMBL1641960,CCCCCn1cc(C(=O)NC2CCCCC2)c(=S)cc1-c1ccccc1
20.3,CHEMBL1641963,CCCC(C)(C)c1ccc2c(c1)OC(C)(C)[C@@H]1CC=C(O)C[C@@H]21
1.4,CHEMBL271810,COC(=O)c1ccc2c(C(=O)C3C(C)(C)C3(C)C)cn(CC3CCOCC3)c2c1
62.0,CHEMBL270968,CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3cc(CN)ccc23)C1(C)C
30.0,CHEMBL409647,CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(C#N)cc23)C1(C)C
